747314,38921556,2018-04-12 12:24:00,04/13/2018 11:57:00 PM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11209,61 OLIVER STREET,OLIVER STREET,SHORE ROAD,MARINE AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,04/13/2018 11:57:00 PM,10 BROOKLYN,BROOKLYN,973587.0,165056.0,Unspecified,BROOKLYN,,,,,,,,40.61971063500093,-74.03840934205813,"(40.61971063500093, -74.03840934205812)"
747315,38920296,2018-04-12 12:24:11,04/12/2018 02:07:59 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11429,113-24 210 STREET,210 STREET,113 AVENUE,MURDOCK AVENUE,,,ADDRESS,QUEENS VILLAGE,,Precinct,Closed,04/12/2018 08:24:11 PM,04/12/2018 02:07:59 PM,13 QUEENS,QUEENS,1054829.0,195658.0,Unspecified,QUEENS,,,,,,,,40.703431302545106,-73.74544676370445,"(40.70343130254511, -73.74544676370445)"
747316,38924977,2018-04-12 12:24:14,,DOHMH,Department of Health and Mental Hygiene,Indoor Sewage,Sewage Odor,Commercial Building,10463,3262 JOHNSON AVENUE,JOHNSON AVENUE,CAMBRIDGE AVENUE,WEST 235 STREET,,,ADDRESS,BRONX,,,Open,05/12/2018 12:24:14 PM,,08 BRONX,BRONX,1009113.0,261841.0,Unspecified,BRONX,,,,,,,,40.88533209698172,-73.91008280028284,"(40.88533209698172, -73.91008280028284)"
747317,38921345,2018-04-12 12:24:25,04/17/2018 09:04:41 AM,DOF,Correspondence Unit,DOF Property - Owner Issue,Remove Mortgage,Property Address,11434,,,,,,,ADDRESS,JAMAICA,,,Closed,04/17/2018 12:24:25 PM,04/17/2018 09:04:41 AM,12 QUEENS,QUEENS,,,Unspecified,QUEENS,,,,,,,,,,
747318,38925919,2018-04-12 12:24:47,04/14/2018 09:42:24 AM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11226,531 EAST   22 STREET,EAST   22 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,04/14/2018 09:42:24 AM,14 BROOKLYN,BROOKLYN,996194.0,172220.0,Unspecified,BROOKLYN,,,,,,,,40.639372667111694,-73.95696367234636,"(40.639372667111694, -73.95696367234636)"
747319,38924960,2018-04-12 12:24:47,04/14/2018 09:42:24 AM,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11226,531 EAST   22 STREET,EAST   22 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,04/14/2018 09:42:24 AM,14 BROOKLYN,BROOKLYN,996194.0,172220.0,Unspecified,BROOKLYN,,,,,,,,40.639372667111694,-73.95696367234636,"(40.639372667111694, -73.95696367234636)"
747320,38924275,2018-04-12 12:24:47,04/14/2018 09:42:24 AM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11226,531 EAST   22 STREET,EAST   22 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,04/14/2018 09:42:24 AM,14 BROOKLYN,BROOKLYN,996194.0,172220.0,Unspecified,BROOKLYN,,,,,,,,40.639372667111694,-73.95696367234636,"(40.639372667111694, -73.95696367234636)"
747321,38924037,2018-04-12 12:24:47,04/14/2018 09:42:24 AM,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11226,531 EAST   22 STREET,EAST   22 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,04/14/2018 09:42:24 AM,14 BROOKLYN,BROOKLYN,996194.0,172220.0,Unspecified,BROOKLYN,,,,,,,,40.639372667111694,-73.95696367234636,"(40.639372667111694, -73.95696367234636)"
747322,38920855,2018-04-12 12:24:47,04/14/2018 09:42:24 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11226,531 EAST   22 STREET,EAST   22 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,04/14/2018 09:42:24 AM,14 BROOKLYN,BROOKLYN,996194.0,172220.0,Unspecified,BROOKLYN,,,,,,,,40.639372667111694,-73.95696367234636,"(40.639372667111694, -73.95696367234636)"
747323,38920749,2018-04-12 12:24:47,04/14/2018 09:42:24 AM,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11226,531 EAST   22 STREET,EAST   22 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,04/14/2018 09:42:24 AM,14 BROOKLYN,BROOKLYN,996194.0,172220.0,Unspecified,BROOKLYN,,,,,,,,40.639372667111694,-73.95696367234636,"(40.639372667111694, -73.95696367234636)"
747324,38920423,2018-04-12 12:24:47,04/14/2018 09:42:24 AM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11226,531 EAST   22 STREET,EAST   22 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,04/14/2018 09:42:24 AM,14 BROOKLYN,BROOKLYN,996194.0,172220.0,Unspecified,BROOKLYN,,,,,,,,40.639372667111694,-73.95696367234636,"(40.639372667111694, -73.95696367234636)"
747325,38919196,2018-04-12 12:24:47,04/14/2018 09:42:23 AM,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11226,531 EAST   22 STREET,EAST   22 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,04/14/2018 09:42:23 AM,14 BROOKLYN,BROOKLYN,996194.0,172220.0,Unspecified,BROOKLYN,,,,,,,,40.639372667111694,-73.95696367234636,"(40.639372667111694, -73.95696367234636)"
747326,38920690,2018-04-12 12:25:00,04/14/2018 08:05:00 AM,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11224,4318 ATLANTIC AVENUE,ATLANTIC AVENUE,BEACH 43 ST,BEACH 44 ST,,,ADDRESS,BROOKLYN,,,Closed,,04/14/2018 08:05:00 AM,13 BROOKLYN,BROOKLYN,981678.0,148805.0,Unspecified,BROOKLYN,,,,,,,,40.57511096624105,-74.00925845080502,"(40.57511096624105, -74.00925845080502)"
747327,38922331,2018-04-12 12:25:00,04/14/2018 11:46:00 PM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11209,354 91 STREET,91 STREET,3 AVENUE,4 AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,04/14/2018 11:46:00 PM,10 BROOKLYN,BROOKLYN,975643.0,165054.0,Unspecified,BROOKLYN,,,,,,,,40.61970738131208,-74.03100339372486,"(40.61970738131208, -74.03100339372486)"
747328,38920243,2018-04-12 12:25:00,04/13/2018 12:00:00 PM,DSNY,BCC - Queens West,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11102,CRESCENT STREET,CRESCENT STREET,24 AVENUE,HOYT AVENUE NORTH,,,BLOCKFACE,Astoria,,DSNY Garage,Closed,,04/13/2018 12:00:00 PM,01 QUEENS,QUEENS,1006597.0,221564.0,Unspecified,QUEENS,,,,,,,,40.77479006634265,-73.91931609114944,"(40.77479006634266, -73.91931609114944)"
747329,38921402,2018-04-12 12:25:10,04/13/2018 09:33:08 AM,DOF,Correspondence Unit,DOF Property - Request Copy,Copy of Statement,Property Address,11210,,,,,,,ADDRESS,BROOKLYN,,,Closed,04/17/2018 12:25:10 PM,04/13/2018 09:33:08 AM,14 BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,,,,,,,,,,
747330,38921806,2018-04-12 12:25:16,04/12/2018 03:30:43 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11370,30-54 79 STREET,79 STREET,30 AVENUE,31 AVENUE,,,ADDRESS,EAST ELMHURST,,Precinct,Closed,04/12/2018 08:25:16 PM,04/12/2018 03:30:43 PM,03 QUEENS,QUEENS,1015007.0,216086.0,Unspecified,QUEENS,,,,,,,,40.759729126357044,-73.88897685722709,"(40.75972912635705, -73.8889768572271)"
747331,38925106,2018-04-12 12:25:19,04/13/2018 01:59:34 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11101,,,,,QUEENS BOULEVARD,34 STREET,INTERSECTION,LONG ISLAND CITY,,Precinct,Closed,04/12/2018 08:25:19 PM,04/13/2018 01:59:34 AM,02 QUEENS,QUEENS,1003438.0,210548.0,Unspecified,QUEENS,,,,,,,,40.744561399973605,-73.93075310611233,"(40.74456139997361, -73.93075310611233)"
747332,38924760,2018-04-12 12:25:45,04/12/2018 04:52:46 PM,DOF,Personal Exemption Unit,DOF Property - Reduction Issue,Personal Veteran Exemption,"1-, 2- and 3- Family Home",11377,,,,,,,ADDRESS,WOODSIDE,,,Closed,04/17/2018 12:25:45 PM,04/12/2018 04:52:46 PM,02 QUEENS,QUEENS,,,Unspecified,QUEENS,,,,,,,,,,
747333,38926223,2018-04-12 12:26:00,04/14/2018 10:10:00 AM,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11385,,,,,60 LANE,70 AVENUE,INTERSECTION,Ridgewood,,,Closed,,04/14/2018 10:10:00 AM,05 QUEENS,QUEENS,1012814.0,195079.0,Unspecified,QUEENS,,,,,,,,40.702077456372045,-73.89698207082034,"(40.702077456372045, -73.89698207082034)"
747334,38925925,2018-04-12 12:26:00,04/13/2018 12:00:00 PM,DSNY,BCC - Queens West,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11385,88-53 82 AVENUE,82 AVENUE,,,,,ADDRESS,Ridgewood,,DSNY Garage,Closed,,04/13/2018 12:00:00 PM,05 QUEENS,QUEENS,1023816.0,195617.0,Unspecified,QUEENS,,,,,,,,40.703511784751136,-73.85729953971915,"(40.70351178475114, -73.85729953971916)"
747335,38922383,2018-04-12 12:26:00,04/13/2018 12:00:00 PM,DSNY,Bronx 10,Missed Collection (All Materials),1R Missed Recycling-All Materials,Sidewalk,10461,1432 GILLESPIE AVENUE,GILLESPIE AVENUE,HARRINGTON AVENUE,DUDLEY AVENUE,,,ADDRESS,BRONX,,,Closed,,04/13/2018 12:00:00 PM,10 BRONX,BRONX,1031065.0,245816.0,Unspecified,BRONX,,,,,,,,40.84125924909837,-73.83080534149407,"(40.841259249098364, -73.83080534149407)"
747336,38921522,2018-04-12 12:26:00,04/20/2018 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11385,74-46 64 LANE,64 LANE,74 AVENUE,COOPER AVENUE,,,ADDRESS,Ridgewood,,,Closed,,04/20/2018 12:00:00 AM,05 QUEENS,QUEENS,1014624.0,194351.0,Unspecified,QUEENS,,,,,,,,40.700073240610145,-73.89045747771117,"(40.700073240610145, -73.89045747771117)"
747337,38920198,2018-04-12 12:26:14,04/12/2018 02:10:03 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10001,528 WEST 26 STREET,WEST 26 STREET,HIGH LINE,11 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,04/12/2018 08:26:14 PM,04/12/2018 02:10:03 PM,04 MANHATTAN,MANHATTAN,983132.0,212561.0,Unspecified,MANHATTAN,,,,,,,,40.75010732519974,-74.00403504609302,"(40.75010732519974, -74.00403504609301)"
747338,38922456,2018-04-12 12:26:33,04/25/2018 11:05:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,10306,,,,,NEW DORP LANE,NORTH RAILROAD AVENUE,INTERSECTION,STATEN ISLAND,,,Closed,,04/25/2018 11:05:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,951835.0,148480.0,Unspecified,STATEN ISLAND,,,,,,,,40.57416002039983,-74.11668293093383,"(40.57416002039983, -74.11668293093383)"
747339,38920957,2018-04-12 12:26:41,04/13/2018 05:00:25 PM,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11385,60-63 70 AVENUE,70 AVENUE,60 LANE,FRESH POND ROAD,,,ADDRESS,RIDGEWOOD,,,Closed,07/11/2018 12:26:41 PM,04/13/2018 05:00:15 PM,05 QUEENS,QUEENS,1012950.0,195134.0,Unspecified,QUEENS,,,,,,,,40.70222797832581,-73.89649134401289,"(40.702227978325816, -73.89649134401289)"
747340,38920249,2018-04-12 12:27:00,04/14/2018 12:00:00 PM,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11217,388 STATE STREET,STATE STREET,,,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,04/14/2018 12:00:00 PM,02 BROOKLYN,BROOKLYN,988486.0,189818.0,Unspecified,BROOKLYN,,,,,,,,40.6876823193821,-73.98472589127925,"(40.68768231938209, -73.98472589127925)"
747341,38919995,2018-04-12 12:27:00,04/16/2018 12:31:00 PM,DSNY,Department of Sanitation,Electronics Waste,Recycling Electronics,Sidewalk,10302,32 MITCHELL LANE,MITCHELL LANE,POST AVENUE,KRAMER PLACE,,,ADDRESS,STATEN ISLAND,,,Closed,,04/16/2018 12:31:00 PM,01 STATEN ISLAND,STATEN ISLAND,947801.0,168924.0,Unspecified,STATEN ISLAND,,,,,,,,40.63025891378372,-74.13131425136876,"(40.63025891378372, -74.13131425136876)"
747342,38919063,2018-04-12 12:27:08,04/12/2018 04:59:57 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11206,100 NOLL STREET,NOLL STREET,EVERGREEN AVENUE,CENTRAL AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,04/12/2018 08:27:08 PM,04/12/2018 04:59:57 PM,04 BROOKLYN,BROOKLYN,1003011.0,194929.0,Unspecified,BROOKLYN,,,,,,,,40.70169195534411,-73.93233762988633,"(40.70169195534411, -73.93233762988633)"
747343,38918294,2018-04-12 12:27:17,04/13/2018 04:59:19 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11385,,,,,,,,RIDGEWOOD,,,Closed,04/26/2018 12:27:17 PM,04/13/2018 04:59:19 PM,Unspecified QUEENS,QUEENS,,,Forest Park,QUEENS,,,,,,,,,,
747344,38920155,2018-04-12 12:27:21,04/16/2018 12:02:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11354,135-27 38 AVENUE,38 AVENUE,MAIN STREET,PRINCE STREET,,,ADDRESS,Flushing,,,Closed,,04/16/2018 12:02:00 PM,07 QUEENS,QUEENS,1030794.0,216351.0,Unspecified,QUEENS,,,,,,,,40.76038746838772,-73.83198901007076,"(40.76038746838772, -73.83198901007077)"
747345,42472276,2018-04-12 12:27:22,04/13/2018 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,,214 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,,,,,,,,,Closed,,04/13/2018 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,,,,,,,,,,
747346,38924590,2018-04-12 12:27:22,09/07/2018 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal. Commercial Use In Resident Zone,,10461,1811 MAYFLOWER AVENUE,MAYFLOWER AVENUE,,,,,ADDRESS,BRONX,,,Closed,,09/07/2018 12:00:00 AM,10 BRONX,BRONX,1030121.0,248219.0,Unspecified,BRONX,,,,,,,,40.84785972158541,-73.83420061715546,"(40.84785972158541, -73.83420061715547)"
747347,38918530,2018-04-12 12:27:28,04/13/2018 12:38:21 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11223,,,,,GRAVESEND NECK ROAD,MC DONALD AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,04/12/2018 08:27:28 PM,04/13/2018 12:38:21 AM,15 BROOKLYN,BROOKLYN,991616.0,156145.0,Unspecified,BROOKLYN,,,,,,,,40.59525511960012,-73.97347654610344,"(40.59525511960012, -73.97347654610344)"
747348,38919488,2018-04-12 12:27:37,04/12/2018 04:27:22 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11219,1437 49 STREET,49 STREET,14 AVENUE,15 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,04/12/2018 08:27:37 PM,04/12/2018 04:27:22 PM,12 BROOKLYN,BROOKLYN,987300.0,169954.0,Unspecified,BROOKLYN,,,,,,,,40.63316050779477,-73.9890113382662,"(40.63316050779477, -73.98901133826621)"
747349,38919364,2018-04-12 12:27:50,04/12/2018 03:36:55 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,,,ADDRESS,FRESH MEADOWS,,Precinct,Closed,04/12/2018 08:27:50 PM,04/12/2018 03:36:55 PM,08 QUEENS,QUEENS,1037000.0,202363.0,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
747350,38919825,2018-04-12 12:28:00,04/13/2018 09:15:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10314,80 FURNESS PLACE,FURNESS PLACE,LEWISTON ST,BRIDGETOWN ST,,,ADDRESS,STATEN ISLAND,,,Closed,,04/13/2018 09:15:00 AM,02 STATEN ISLAND,STATEN ISLAND,941766.0,152708.0,Unspecified,STATEN ISLAND,,,,,,,,40.58572249625207,-74.15295440228788,"(40.58572249625207, -74.15295440228788)"
747351,38919049,2018-04-12 12:28:00,04/16/2018 09:50:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,,,,,,63 ST,64 ST,INTERSECTION,,,,Closed,,04/16/2018 09:50:00 AM,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,,,,,,,,,,
747352,38918253,2018-04-12 12:28:00,04/12/2018 09:12:00 PM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11219,1227 66 STREET,66 STREET,12 AVENUE,13 AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,04/12/2018 09:12:00 PM,10 BROOKLYN,BROOKLYN,983249.0,167444.0,Unspecified,BROOKLYN,,,,,,,,40.62627155589593,-74.00360607049565,"(40.62627155589593, -74.00360607049566)"
747353,38921906,2018-04-12 12:28:10,04/24/2018 02:53:24 PM,DOT,Department of Transportation,Curb Condition,Broken Curb,Sidewalk,11234,2184 EAST 66 STREET,EAST 66 STREET,AVENUE U,STRICKLAND AVENUE,,,ADDRESS,BROOKLYN,,,Closed,05/12/2018 12:28:10 PM,04/24/2018 02:53:24 PM,18 BROOKLYN,BROOKLYN,1009356.0,163745.0,Unspecified,BROOKLYN,,,,,,,,40.6160830591993,-73.90957022619966,"(40.6160830591993, -73.90957022619965)"
747354,38924520,2018-04-12 12:28:47,04/12/2018 02:07:58 PM,NYPD,New York City Police Department,Animal Abuse,Other (complaint details),Residential Building/House,11429,113-24 210 STREET,210 STREET,113 AVENUE,MURDOCK AVENUE,,,ADDRESS,QUEENS VILLAGE,,Precinct,Closed,04/12/2018 08:28:47 PM,04/12/2018 02:07:58 PM,13 QUEENS,QUEENS,1054829.0,195658.0,Unspecified,QUEENS,,,,,,,,40.703431302545106,-73.74544676370445,"(40.70343130254511, -73.74544676370445)"
747355,38921523,2018-04-12 12:29:00,04/19/2018 10:09:00 PM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11361,45-37 215 STREET,215 STREET,45 ROAD,45 DRIVE,,,ADDRESS,Bayside,,,Closed,,04/19/2018 10:09:00 PM,11 QUEENS,QUEENS,1048750.0,216002.0,Unspecified,QUEENS,,,,,,,,40.759316795052655,-73.76717641859422,"(40.75931679505266, -73.76717641859422)"
747356,38919160,2018-04-12 12:29:00,04/12/2018 09:12:00 PM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11219,1224 66 STREET,66 STREET,12 AVENUE,13 AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,04/12/2018 09:12:00 PM,10 BROOKLYN,BROOKLYN,983237.0,167446.0,Unspecified,BROOKLYN,,,,,,,,40.62627704411193,-74.00364930041209,"(40.62627704411193, -74.0036493004121)"
747357,38922694,2018-04-12 12:29:51,04/12/2018 03:20:28 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10009,327 EAST 3 STREET,EAST 3 STREET,AVENUE C,AVENUE D,,,ADDRESS,NEW YORK,,Precinct,Closed,04/12/2018 08:29:51 PM,04/12/2018 03:20:28 PM,03 MANHATTAN,MANHATTAN,989936.0,202035.0,Unspecified,MANHATTAN,,,,,,,,40.72121429624335,-73.97948718629586,"(40.72121429624335, -73.97948718629586)"
747358,38917997,2018-04-12 12:30:00,04/25/2018 11:00:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11366,,,,,76 AVENUE,167 STREET,INTERSECTION,Fresh Meadows,,,Closed,,04/25/2018 11:00:00 AM,08 QUEENS,QUEENS,1039186.0,203872.0,Unspecified,QUEENS,,,,,,,,40.72608765561056,-73.80179822504375,"(40.72608765561056, -73.80179822504375)"
747359,38918262,2018-04-12 12:30:00,04/12/2018 09:12:00 PM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11219,1104 66 STREET,66 STREET,11 AVENUE,12 AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,04/12/2018 09:12:00 PM,10 BROOKLYN,BROOKLYN,982538.0,167999.0,Unspecified,BROOKLYN,,,,,,,,40.62779480536346,-74.0061675660287,"(40.62779480536346, -74.00616756602868)"
747360,38919960,2018-04-12 12:30:06,04/18/2018 07:16:47 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025,431 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,,Closed,,04/18/2018 07:16:47 PM,09 MANHATTAN,MANHATTAN,993582.0,233809.0,Unspecified,MANHATTAN,,,,,,,,40.80842261106442,-73.96628976517444,"(40.80842261106442, -73.96628976517444)"
747361,38922947,2018-04-12 12:30:09,04/12/2018 05:55:22 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11101,39-27 28 STREET,28 STREET,39 AVENUE,40 AVENUE,,,ADDRESS,LONG ISLAND CITY,,Precinct,Closed,04/12/2018 08:30:09 PM,04/12/2018 05:55:22 PM,01 QUEENS,QUEENS,1002087.0,213805.0,Unspecified,QUEENS,,,,,,,,40.75350387013733,-73.93562004165709,"(40.75350387013733, -73.9356200416571)"
747362,38920752,2018-04-12 12:30:19,05/01/2018 01:36:32 PM,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10454,428 EAST  137 STREET,EAST  137 STREET,,,,,ADDRESS,BRONX,,,Closed,,05/01/2018 01:36:32 PM,01 BRONX,BRONX,1005774.0,233643.0,Unspecified,BRONX,,,,,,,,40.80794569696656,-73.92224882418057,"(40.807945696966556, -73.92224882418057)"
747363,38920081,2018-04-12 12:30:25,04/23/2018 11:16:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11204,WEST    9 STREET,WEST    9 STREET,AVENUE O,BAY PARKWAY,,,BLOCKFACE,BROOKLYN,,,Closed,,04/23/2018 11:16:00 AM,11 BROOKLYN,BROOKLYN,988916.0,161937.0,Unspecified,BROOKLYN,,,,,,,,40.611154813336135,-73.98319469040231,"(40.61115481333613, -73.98319469040231)"
747364,38923465,2018-04-12 12:30:31,04/16/2018 11:25:13 AM,DOF,Payment Operations,DOF Parking - Tax Exemption,Tax Exemption,Address,10019,,,,,,,ADDRESS,NEW YORK,,,Closed,04/17/2018 12:30:31 PM,04/16/2018 11:25:13 AM,05 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,,,,,,,,,,
747365,38926090,2018-04-12 12:30:56,04/12/2018 10:31:36 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11413,142-14 224 STREET,224 STREET,PROSPECT COURT,EDGEWOOD AVENUE,,,ADDRESS,SPRINGFIELD GARDENS,,Precinct,Closed,04/12/2018 08:30:56 PM,04/12/2018 10:31:37 PM,13 QUEENS,QUEENS,1052999.0,182773.0,Unspecified,QUEENS,,,,,,,,40.66807947417055,-73.75217835676824,"(40.66807947417055, -73.75217835676824)"
747366,38923908,2018-04-12 12:31:00,04/12/2018 01:45:00 PM,DEP,Department of Environmental Protection,Asbestos,Asbestos Complaint (B1),,10128,118 EAST   93 STREET,EAST   93 STREET,PARK AVE,LEXINGTON AVE,,,ADDRESS,NEW YORK,,,Closed,,04/12/2018 01:45:00 PM,08 MANHATTAN,MANHATTAN,997216.0,225014.0,Unspecified,MANHATTAN,,,,,,,,40.78427814145338,-73.95317955248127,"(40.784278141453385, -73.95317955248127)"
747367,38925685,2018-04-12 12:31:00,04/13/2018 03:45:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10022,665 LEXINGTON AVENUE,LEXINGTON AVENUE,E 55 ST,E 56 ST,,,ADDRESS,NEW YORK,,,Closed,,04/13/2018 03:45:00 PM,06 MANHATTAN,MANHATTAN,992600.0,216134.0,Unspecified,MANHATTAN,,,,,,,,40.75991042925153,-73.96985903905997,"(40.759910429251526, -73.96985903905997)"
747368,38926133,2018-04-12 12:31:12,04/16/2018 04:03:57 PM,DOF,Land Records,DOF Property - Update Account,Billing Address Incorrect,Property Address,11434,,,,,,,ADDRESS,JAMAICA,,,Closed,04/22/2018 12:31:12 PM,04/16/2018 04:03:58 PM,12 QUEENS,QUEENS,,,Unspecified,QUEENS,,,,,,,,,,
747369,38920523,2018-04-12 12:31:39,04/13/2018 04:05:56 PM,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10024,101 WEST 91 STREET,WEST 91 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,,Closed,04/22/2018 12:31:39 PM,04/13/2018 04:05:56 PM,07 MANHATTAN,MANHATTAN,992572.0,226996.0,Unspecified,MANHATTAN,,,,,,,,40.789723793909396,-73.96994665866383,"(40.78972379390939, -73.96994665866383)"
747370,38922599,2018-04-12 12:31:40,04/12/2018 02:34:49 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11232,461 37 STREET,37 STREET,4 AVENUE,5 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,04/12/2018 08:31:40 PM,04/12/2018 02:34:49 PM,07 BROOKLYN,BROOKLYN,983232.0,177165.0,Unspecified,BROOKLYN,,,,,,,,40.65295361911494,-74.00366877915539,"(40.65295361911494, -74.00366877915539)"
747371,38921229,2018-04-12 12:31:45,04/13/2018 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Site Conditions Endangering Workers,,11372,33-46 86 STREET,86 STREET,,,,,ADDRESS,Jackson Heights,,,Closed,,04/13/2018 12:00:00 AM,03 QUEENS,QUEENS,1017099.0,214263.0,Unspecified,QUEENS,,,,,,,,40.75471793607396,-73.88143430783242,"(40.75471793607396, -73.88143430783242)"
747372,38918299,2018-04-12 12:31:46,05/31/2018 01:19:35 PM,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,06901,243 TRESSER BLVD.,TRESSER BLVD.,,,,,,STAMFORD,,,Closed,05/13/2018 08:58:39 AM,05/31/2018 01:18:51 PM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,,,La Guardia Airport,,,,,,,
